"","Order","ID","FID_1","FirstID","SecondID","ThirdID","FourthID","FifthID","SixithID","SeventhID","CU_n","East","North","Unit","Site","Subsite","Area_m2","Area_ha","Time","PreXM_taq","NewPoly","Pct_XM_Ceramics","CerAbund","Wrong.a","Notes.a","Func1","Func1_d","Func2","Func2_d","Arch1","Arch1_d","Arch2","Arch2_d","H2020_1","H2020_2","H2020_3","H2020_Wkshp","Ang_Func","Ang_Func_d","Ang_Pop_calc","Ang_Area_m2","Ang_HH1","Ang_perHHArea","Ang_Incl","AnnieNew","Small","SmallGroup","Flag_AptCompClass","ReclassAng","ReclassAng_notes","ReclassH2020","ReclassH2020_notes","ClassBy","XM_c","XM_f","XM_d","XM_group_c","XM_group_f","XM_group_d","XM_macro_c","XM_macro_f","XM_macro_d","XM_DwellingUnits","XM_Pop","Unoccu","Flag","Flag_notes","Flag_code","AnnieRev","AnnieRev_Notes","Ring","StatusDiff","Workshop","Include","DELETE","DELETE_notes","OffMap","NoColUnit","Notes","XM_PersonsPerDwellingUnit"
"1325",1311,4285,4285,4048,NA,NA,NA,NA,NA,NA,1,513544.8348,2174239.262,"S6W4","1","G",33.98,0.003398,"",0,0,0.195121951,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1326",1312,4286,4286,4030,NA,NA,NA,NA,NA,NA,1,513699.9073,2174271.344,"S5W4","2","NONE",50.718,0.0050718,"",0,0,0.092592593,4,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1327",1313,4287,4287,4035,NA,NA,NA,NA,NA,NA,1,513739.0701,2174251.817,"S5W4","7","NONE",29.254,0.0029254,"",0,0,0.285714286,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1328",1314,4288,4288,4035,NA,NA,NA,NA,NA,NA,1,513763.8324,2174226.564,"S5W4","7","NONE",33.249,0.0033249,"",0,0,0.285714286,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1329",1315,4289,4289,4040,NA,NA,NA,NA,NA,NA,1,513773.2293,2174290.509,"S5W4","L 4","NONE",28.368,0.0028368,"",0,0,0.083333333,2,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1330",1316,4290,4290,4029,NA,NA,NA,NA,NA,NA,1,513793.5184,2174338.957,"S5W4","1","NONE",29.765,0.0029765,"",0,0,0,2,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1331",1317,4291,4291,4029,NA,NA,NA,NA,NA,NA,1,513793.8987,2174371.462,"S5W4","1","NONE",28.49,0.002849,"",0,0,0,2,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1332",1318,4293,4293,4360,NA,NA,NA,NA,NA,NA,1,515169.6811,2173998.332,"S5W1","4","NONE",46.598,0.0046598,"",0,0,0,3,"","",1,"low status residential, no obvious occupational specialization",41,"unoccupied, not clear if cultivated or not",3,"casa humilde",20,"probably not occupied or utilized in this period","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",5.5
"1333",1319,4294,4294,4566,NA,NA,NA,NA,NA,NA,1,515209.4474,2173924.964,"S5E1","L 2","NONE",29.22,0.002922,"",0,0,0,1,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",5.5
"1334",1320,4295,4295,4565,NA,NA,NA,NA,NA,NA,1,515254.0891,2173875.341,"S5E1","L 1","NONE",37.674,0.0037674,"",0,0,0.086956522,1,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",5.5
"1335",1322,4298,4298,4567,NA,NA,NA,NA,NA,NA,1,515396.0483,2173833.015,"S5E1","L 3","NONE",38.229,0.0038229,"",0,0,0.087301587,1,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1336",1323,4300,4300,4564,NA,NA,NA,NA,NA,NA,1,515582.2103,2173683.995,"S5E1","8","NONE",28.961,0.0028961,"",0,0,0.165137615,2,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1337",1324,4301,4301,4560,NA,NA,NA,NA,NA,NA,1,515681.3644,2174100.829,"S5E1","4","NONE",33.992,0.0033992,"",0,0,0.06779661,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",8,0,0,1,0,NA,0,0,"",5.5
"1338",1325,4303,4303,4048,NA,NA,NA,NA,NA,NA,1,513523.5521,2174204.511,"S6W4","1","G",29.733,0.0029733,"",0,0,0.195121951,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",10,0,0,1,0,NA,0,0,"",5.5
"1339",1326,4304,4304,4048,NA,NA,NA,NA,NA,NA,1,513499.8232,2174156.841,"S6W4","1","G",31.996,0.0031996,"",0,0,0.195121951,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",10,0,0,1,0,NA,0,0,"",5.5
"1340",1327,4305,4305,4049,NA,NA,NA,NA,NA,NA,1,513647.2533,2174157.135,"S6W4","1","H",25.825,0.0025825,"",0,0,0.257731959,6,"","",1,"low status residential, no obvious occupational specialization",28,"plaza",3,"casa humilde",12,"plaza","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1341",1328,4306,4306,4049,NA,NA,NA,NA,NA,NA,1,513687.0056,2174143.43,"S6W4","1","H",24.346,0.0024346,"",0,0,0.257731959,6,"","",1,"low status residential, no obvious occupational specialization",28,"plaza",3,"casa humilde",12,"plaza","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1342",1329,4307,4307,4053,NA,NA,NA,NA,NA,NA,1,513723.5929,2173891.825,"S6W4","L 3","NONE",26.638,0.0026638,"",0,0,0,1,"","",1,"low status residential, no obvious occupational specialization",41,"unoccupied, not clear if cultivated or not",3,"casa humilde",20,"probably not occupied or utilized in this period","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",10,0,0,1,0,NA,0,0,"",5.5
"1343",1331,4309,4309,4113,NA,NA,NA,NA,NA,NA,1,513813.0395,2174120.01,"S6W3","1","NONE",38.67,0.003867,"",0,0,0.123287671,3,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1344",1332,4310,4310,4113,NA,NA,NA,NA,NA,NA,1,513804.6327,2174089.127,"S6W3","1","NONE",36.175,0.0036175,"",0,0,0.123287671,3,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1345",1333,4311,4311,4220,NA,NA,NA,NA,NA,NA,1,514211.1459,2173857.032,"S6W2","4","NONE",49.668,0.0049668,"",0,0,0.06442577,7,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1346",1334,4312,4312,4220,NA,NA,NA,NA,NA,NA,1,514221.7799,2173883.373,"S6W2","4","NONE",52.391,0.0052391,"",0,0,0.06442577,7,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1347",1335,4313,4313,4220,NA,NA,NA,NA,NA,NA,1,514245.0482,2173873.159,"S6W2","4","NONE",47.082,0.0047082,"",0,0,0.06442577,7,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1348",1336,4314,4314,4220,NA,NA,NA,NA,NA,NA,1,514242.3788,2173847.354,"S6W2","4","NONE",49.995,0.0049995,"",0,0,0.06442577,7,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1349",1337,4318,4318,4215,4216,4217,NA,NA,NA,NA,3,514451.3655,2173615.935,"S6W2","1","A",40.09,0.004009,"",0,0,0.13836478,1,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",10,0,0,1,0,NA,0,0,"",5.5
"1350",1338,4319,4319,4215,4216,4217,NA,NA,NA,NA,3,514517.6727,2173668.281,"S6W2","1","A",36.98,0.003698,"",0,0,0.13836478,1,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",1,"low status residential",5.5,NA,1,NA,1,0,1,"CH1",0,0,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1351",1339,4320,4320,4364,NA,NA,NA,NA,NA,NA,1,514893.6514,2173777.17,"S6W1","3","NONE",84.075,0.0084075,"",0,0,0.05625,4,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1352",1340,4321,4321,4364,NA,NA,NA,NA,NA,NA,1,514837.3421,2173764.675,"S6W1","3","NONE",31.912,0.0031912,"",0,0,0.05625,4,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1353",1341,4322,4322,4364,NA,NA,NA,NA,NA,NA,1,514837.5506,2173737.252,"S6W1","3","NONE",33.618,0.0033618,"",0,0,0.05625,4,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1354",1342,4323,4323,4362,NA,NA,NA,NA,NA,NA,1,514783.1941,2173726.676,"S6W1","1","NONE",71.636,0.0071636,"",0,0,0.031914894,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1355",1343,4324,4324,4362,NA,NA,NA,NA,NA,NA,1,514770.9472,2173676.378,"S6W1","1","NONE",29.095,0.0029095,"",0,0,0.031914894,5,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
"1356",1344,4325,4325,4364,NA,NA,NA,NA,NA,NA,1,514852.962,2173680.985,"S6W1","3","NONE",32.741,0.0032741,"",0,0,0.05625,4,"","",1,"low status residential, no obvious occupational specialization",77,"no plausible alternative to the pirmary interpretation",3,"casa humilde",77,"no plausible alternative to the primary interpretation","Architecture","House","Low Status Residential","",NA,NA,NA,NA,NA,NA,0,1,1,"CH1",0,NA,"",NA,"","H2020",1,"Low","low status residence",1,"Low","Low Status Residence",1,"DStr","Domestic Structure",1,5.5,NA,0,"","",NA,"",9,0,0,1,0,NA,0,0,"",5.5
